Date,Open,High,Low,Close,Adj Close,Volume
2025-06-26,2620.0,2710.0,2590.0,2710.0,2505.6826171875,132868200
2025-06-30,2780.0,2790.0,2730.0,2780.0,2570.405029296875,124299500
2025-07-01,2800.0,2810.0,2760.0,2810.0,2598.143310546875,73006700
2025-07-02,2820.0,2820.0,2730.0,2780.0,2570.405029296875,92321600
2025-07-03,2780.0,2810.0,2690.0,2710.0,2505.6826171875,69094400
2025-07-04,2710.0,2720.0,2620.0,2630.0,2431.714111328125,53587300
2025-07-07,2630.0,2700.0,2610.0,2700.0,2496.4365234375,33446600
2025-07-08,2680.0,2700.0,2640.0,2650.0,2450.206298828125,45926000
2025-07-09,2650.0,2680.0,2640.0,2670.0,2468.698486328125,44897100
2025-07-10,2690.0,2710.0,2650.0,2690.0,2487.1904296875,41108700
2025-07-11,2710.0,2730.0,2690.0,2730.0,2524.1748046875,47851300
2025-07-14,2700.0,2710.0,2640.0,2690.0,2487.1904296875,60458400
2025-07-15,2690.0,2690.0,2640.0,2640.0,2440.960205078125,35309100
2025-07-16,2660.0,2680.0,2650.0,2650.0,2450.206298828125,43385900
2025-07-17,2700.0,2770.0,2660.0,2770.0,2561.158935546875,102642100
2025-07-18,2800.0,2800.0,2750.0,2770.0,2561.158935546875,83762800
2025-07-21,2800.0,2800.0,2750.0,2800.0,2588.897216796875,52553200
2025-07-22,2800.0,2850.0,2800.0,2850.0,2635.12744140625,108243300
2025-07-23,2870.0,2870.0,2840.0,2850.0,2635.12744140625,86077600
2025-07-24,2860.0,2870.0,2800.0,2840.0,2625.88134765625,74224200
2025-07-25,2810.0,2830.0,2780.0,2820.0,2607.389404296875,41296200
2025-07-28,2870.0,2870.0,2830.0,2860.0,2644.37353515625,40193800
2025-07-29,2870.0,2880.0,2840.0,2880.0,2662.86572265625,46357400
2025-07-30,2890.0,2890.0,2850.0,2880.0,2662.86572265625,99062400
2025-07-31,2890.0,2930.0,2860.0,2880.0,2662.86572265625,201065700
2025-08-01,2960.0,2990.0,2910.0,2980.0,2755.326416015625,130977000
2025-08-04,3000.0,3030.0,2990.0,3030.0,2801.556640625,96385300
2025-08-05,3050.0,3050.0,2990.0,3030.0,2801.556640625,99396900
2025-08-06,3000.0,3010.0,2960.0,2990.0,2764.572265625,86215200
2025-08-07,2990.0,2990.0,2930.0,2950.0,2727.588134765625,46506200
2025-08-08,2950.0,2960.0,2930.0,2940.0,2718.342041015625,46945800
2025-08-11,2990.0,3010.0,2970.0,2990.0,2764.572265625,74978300
2025-08-12,3050.0,3200.0,3010.0,3180.0,2940.24755859375,217607800
2025-08-13,3220.0,3420.0,3210.0,3360.0,3106.6767578125,465722400
2025-08-14,3370.0,3490.0,3370.0,3420.0,3162.153076171875,232557200
2025-08-15,3360.0,3410.0,3310.0,3310.0,3060.4462890625,182893900
2025-08-19,3260.0,3330.0,3240.0,3250.0,3004.969970703125,164921000
2025-08-20,3220.0,3290.0,3220.0,3220.0,2977.231689453125,80084600
2025-08-21,3210.0,3270.0,3210.0,3250.0,3004.969970703125,63861900
2025-08-22,3270.0,3290.0,3220.0,3240.0,2995.723876953125,61351700
2025-08-25,3280.0,3350.0,3250.0,3310.0,3060.4462890625,93221500
2025-08-26,3310.0,3320.0,3230.0,3260.0,3014.216064453125,227364800
2025-08-27,3200.0,3250.0,3100.0,3170.0,2931.00146484375,118158900
2025-08-28,3160.0,3220.0,3150.0,3180.0,2940.24755859375,55940600
2025-08-29,3180.0,3210.0,3100.0,3130.0,2894.017333984375,72585500
2025-09-01,3080.0,3110.0,2960.0,3110.0,2875.525146484375,130027900
2025-09-02,3120.0,3140.0,3050.0,3070.0,2838.540771484375,64402900
2025-09-03,3080.0,3170.0,3070.0,3110.0,2875.525146484375,113875700
2025-09-04,3090.0,3170.0,3090.0,3150.0,2912.50927734375,37223800
2025-09-08,3300.0,3300.0,3090.0,3090.0,2857.032958984375,93725000
2025-09-09,3100.0,3130.0,3000.0,3050.0,2820.048828125,104463400
2025-09-10,3070.0,3180.0,3050.0,3150.0,2912.50927734375,49840200
2025-09-11,3180.0,3190.0,3070.0,3080.0,2847.786865234375,71919900
2025-09-12,3090.0,3110.0,3050.0,3100.0,2866.279052734375,61521400
2025-09-15,3150.0,3260.0,3130.0,3260.0,3014.216064453125,115361300
2025-09-16,3300.0,3300.0,3260.0,3300.0,3051.2001953125,80642900
2025-09-17,3300.0,3340.0,3210.0,3340.0,3088.1845703125,73539700
2025-09-18,3400.0,3400.0,3230.0,3250.0,3004.969970703125,99501600
2025-09-19,3210.0,3300.0,3160.0,3230.0,2986.477783203125,113834400
2025-09-22,3300.0,3300.0,3190.0,3220.0,2977.231689453125,53704700
2025-09-23,3240.0,3260.0,3130.0,3190.0,2949.49365234375,40100300
2025-09-24,3190.0,3190.0,3150.0,3160.0,2921.75537109375,37086500
2025-09-25,3160.0,3200.0,3110.0,3120.0,2884.771240234375,37627500
2025-09-26,3100.0,3160.0,3090.0,3110.0,2875.525146484375,66789300
2025-09-29,3110.0,3130.0,3050.0,3080.0,2847.786865234375,85911300
2025-09-30,3090.0,3140.0,3060.0,3060.0,2829.294921875,117025800
2025-10-01,3060.0,3100.0,3060.0,3060.0,2829.294921875,59779700
2025-10-02,3070.0,3200.0,3060.0,3130.0,2894.017333984375,113431700
2025-10-03,3110.0,3130.0,3050.0,3070.0,2838.540771484375,59116700
2025-10-06,3080.0,3090.0,2960.0,3010.0,2783.064453125,59707600
2025-10-07,3030.0,3050.0,3000.0,3010.0,2783.064453125,30353000
2025-10-08,3030.0,3040.0,2940.0,2990.0,2764.572265625,66090700
2025-10-09,2950.0,3020.0,2950.0,3010.0,2783.064453125,54769300
2025-10-10,3030.0,3080.0,3000.0,3040.0,2810.802734375,62254500
2025-10-13,3020.0,3070.0,2980.0,3020.0,2792.310546875,46978500
2025-10-14,3050.0,3070.0,2960.0,2960.0,2736.834228515625,38518800
