Date,Open,High,Low,Close,Adj Close,Volume
2025-06-27,20217.259765625,20311.509765625,20095.05078125,20273.4609375,20273.4609375,10951070000
2025-06-30,20360.150390625,20418.310546875,20266.359375,20369.73046875,20369.73046875,8220420000
2025-07-01,20290.609375,20339.05078125,20105.41015625,20202.890625,20202.890625,8631710000
2025-07-02,20184.369140625,20397.220703125,20181.740234375,20393.130859375,20393.130859375,8378750000
2025-07-03,20497.66015625,20624.509765625,20480.220703125,20601.099609375,20601.099609375,6177910000
2025-07-07,20490.55078125,20511.8203125,20323.01953125,20412.51953125,20412.51953125,8345710000
2025-07-08,20466.9296875,20480.890625,20377.359375,20418.4609375,20418.4609375,8437480000
2025-07-09,20522.08984375,20645.41015625,20486.380859375,20611.33984375,20611.33984375,9978310000
2025-07-10,20636.48046875,20655.390625,20495.140625,20630.66015625,20630.66015625,9781380000
2025-07-11,20562.880859375,20647.970703125,20509.75,20585.529296875,20585.529296875,8135800000
2025-07-14,20592.560546875,20672.33984375,20492.630859375,20640.330078125,20640.330078125,8010060000
2025-07-15,20822.759765625,20836.0390625,20670.580078125,20677.80078125,20677.80078125,8399060000
2025-07-16,20717.810546875,20751.05078125,20507.060546875,20730.490234375,20730.490234375,9056640000
2025-07-17,20760.3203125,20911.830078125,20735.55078125,20885.650390625,20885.650390625,9994550000
2025-07-18,20959.5703125,20980.560546875,20846.119140625,20895.650390625,20895.650390625,9354580000
2025-07-21,20960.330078125,21077.369140625,20957.439453125,20974.1796875,20974.1796875,12046970000
2025-07-22,20982.2109375,20985.33984375,20750.900390625,20892.689453125,20892.689453125,10583710000
2025-07-23,20966.470703125,21023.849609375,20870.669921875,21020.01953125,21020.01953125,10972770000
2025-07-24,21083.8203125,21113.099609375,21001.6796875,21057.9609375,21057.9609375,12741070000
2025-07-25,21059.939453125,21159.80078125,21036.849609375,21108.3203125,21108.3203125,11028310000
2025-07-28,21176.400390625,21202.1796875,21122.119140625,21178.580078125,21178.580078125,10612580000
2025-07-29,21286.720703125,21303.9609375,21081.689453125,21098.2890625,21098.2890625,10040610000
2025-07-30,21140.400390625,21230.880859375,21016.919921875,21129.669921875,21129.669921875,9311770000
2025-07-31,21457.48046875,21457.48046875,21078.669921875,21122.44921875,21122.44921875,9917220000
2025-08-01,20830.640625,20865.630859375,20560.169921875,20650.130859375,20650.130859375,9667420000
2025-08-04,20853.91015625,21055.240234375,20833.859375,21053.580078125,21053.580078125,7355970000
2025-08-05,21092.099609375,21138.720703125,20893.2890625,20916.55078125,20916.55078125,7982940000
2025-08-06,20955.220703125,21183.880859375,20937.490234375,21169.419921875,21169.419921875,8580020000
2025-08-07,21325.009765625,21408.150390625,21090.05078125,21242.69921875,21242.69921875,8979190000
2025-08-08,21316.369140625,21464.529296875,21284.970703125,21450.01953125,21450.01953125,8669200000
2025-08-11,21459.650390625,21549.73046875,21346.619140625,21385.400390625,21385.400390625,9099730000
2025-08-12,21507.439453125,21689.6796875,21386.25,21681.900390625,21681.900390625,8382820000
2025-08-13,21764.55078125,21803.75,21645.140625,21713.140625,21713.140625,8763080000
2025-08-14,21649.2109375,21766.2890625,21627.130859375,21710.669921875,21710.669921875,9110860000
2025-08-15,21709.33984375,21716.1796875,21567.4609375,21622.98046875,21622.98046875,8158830000
2025-08-18,21616.8203125,21651.5,21559.330078125,21629.76953125,21629.76953125,8260970000
2025-08-19,21607.44921875,21610.240234375,21277.7109375,21314.94921875,21314.94921875,8461660000
2025-08-20,21269.669921875,21269.669921875,20905.990234375,21172.859375,21172.859375,7810310000
2025-08-21,21112.51953125,21198.759765625,21013.529296875,21100.310546875,21100.310546875,6530580000
2025-08-22,21139.830078125,21545.4296875,21092.359375,21496.5390625,21496.5390625,9401300000
2025-08-25,21466.470703125,21572.1796875,21400.08984375,21449.2890625,21449.2890625,8443200000
2025-08-26,21443.630859375,21550.9296875,21389.099609375,21544.26953125,21544.26953125,9087930000
2025-08-27,21526.330078125,21616.169921875,21476.30078125,21590.140625,21590.140625,8040510000
2025-08-28,21619.26953125,21742.4609375,21534.939453125,21705.16015625,21705.16015625,7807080000
2025-08-29,21630.330078125,21631.150390625,21397.98046875,21455.55078125,21455.55078125,7715430000
2025-09-02,21086.5703125,21293.689453125,21033.05078125,21279.630859375,21279.630859375,8183410000
2025-09-03,21461.630859375,21553.98046875,21370.98046875,21497.73046875,21497.73046875,7488290000
2025-09-04,21539.91015625,21711.9609375,21469.400390625,21707.689453125,21707.689453125,7282150000
2025-09-05,21860.439453125,21878.810546875,21534.720703125,21700.390625,21700.390625,8413730000
2025-09-08,21806.220703125,21885.619140625,21776.240234375,21798.69921875,21798.69921875,8435850000
2025-09-09,21858.169921875,21891.419921875,21731.48046875,21879.490234375,21879.490234375,7877410000
2025-09-10,21980.599609375,22000.970703125,21810.83984375,21886.060546875,21886.060546875,9090550000
2025-09-11,21977.51953125,22059.7109375,21908.810546875,22043.0703125,22043.0703125,10025020000
2025-09-12,22078.630859375,22182.33984375,22031.619140625,22141.099609375,22141.099609375,9023140000
2025-09-15,22243.19921875,22352.25,22233.0,22348.75,22348.75,8904030000
2025-09-16,22397.5,22397.5,22308.779296875,22333.9609375,22333.9609375,8592240000
2025-09-17,22333.01953125,22339.5390625,22058.919921875,22261.330078125,22261.330078125,9325980000
2025-09-18,22439.109375,22540.9296875,22358.48046875,22470.720703125,22470.720703125,10478450000
2025-09-19,22554.310546875,22645.109375,22497.7109375,22631.48046875,22631.48046875,14632360000
2025-09-22,22606.58984375,22801.900390625,22590.859375,22788.98046875,22788.98046875,9736270000
2025-09-23,22782.720703125,22785.130859375,22539.0390625,22573.470703125,22573.470703125,9822620000
2025-09-24,22656.01953125,22657.44921875,22397.0,22497.859375,22497.859375,9184030000
2025-09-25,22318.76953125,22456.779296875,22185.869140625,22384.69921875,22384.69921875,9960330000
2025-09-26,22403.26953125,22488.1796875,22285.439453125,22484.0703125,22484.0703125,8488400000
2025-09-29,22605.30078125,22704.900390625,22536.05078125,22591.150390625,22591.150390625,9046720000
2025-09-30,22580.359375,22671.390625,22493.9609375,22660.009765625,22660.009765625,8928070000
2025-10-01,22530.94921875,22782.580078125,22516.740234375,22755.16015625,22755.16015625,10043980000
2025-10-02,22885.900390625,22900.599609375,22729.75,22844.05078125,22844.05078125,9633200000
2025-10-03,22886.16015625,22925.4296875,22695.8203125,22780.509765625,22780.509765625,10515730000
2025-10-06,22894.349609375,22991.720703125,22827.560546875,22941.669921875,22941.669921875,10468830000
2025-10-07,22972.369140625,23006.0703125,22718.759765625,22788.359375,22788.359375,10375920000
2025-10-08,22852.3203125,23045.140625,22845.419921875,23043.380859375,23043.380859375,10925520000
2025-10-09,23045.330078125,23062.619140625,22899.16015625,23024.630859375,23024.630859375,10713200000
2025-10-10,23043.51953125,23119.91015625,22193.0703125,22204.4296875,22204.4296875,11635030000
2025-10-13,22578.669921875,22718.75,22499.490234375,22694.609375,22694.609375,9018770000
2025-10-14,22388.0390625,22691.0703125,22213.73046875,22521.69921875,22521.69921875,9776720000
2025-10-15,22738.5,22841.689453125,22427.7890625,22670.080078125,22670.080078125,11374850000
2025-10-16,22764.400390625,22886.869140625,22404.689453125,22562.5390625,22562.5390625,11343620000
2025-10-17,22489.810546875,22736.009765625,22396.650390625,22679.970703125,22679.970703125,9552150000
2025-10-20,22844.8203125,23031.869140625,22841.0,22990.5390625,22990.5390625,9440620000
2025-10-21,22984.55078125,23010.349609375,22894.419921875,22953.669921875,22953.669921875,10845130000
2025-10-22,22940.7890625,22978.400390625,22514.080078125,22740.400390625,22740.400390625,14361150000
2025-10-23,22751.330078125,22983.4609375,22732.1796875,22941.80078125,22941.80078125,10363600000
2025-10-24,23143.23046875,23261.259765625,23127.9609375,23204.869140625,23204.869140625,10308620000
2025-10-27,23537.3203125,23658.66015625,23493.9609375,23637.4609375,23637.4609375,10757830000
2025-10-28,23766.4609375,23901.359375,23675.189453125,23827.490234375,23827.490234375,10640830000
2025-10-29,23987.2890625,24019.990234375,23763.990234375,23958.470703125,23958.470703125,10089540000
2025-10-30,23793.080078125,23846.130859375,23578.470703125,23581.140625,23581.140625,10564160000
2025-10-31,23941.779296875,23946.23046875,23628.8203125,23724.9609375,23724.9609375,10909250000
2025-11-03,23951.91015625,23976.83984375,23764.869140625,23834.720703125,23834.720703125,10360170000
2025-11-04,23458.2109375,23644.150390625,23333.3203125,23348.640625,23348.640625,10227700000
2025-11-05,23358.0703125,23636.529296875,23286.869140625,23499.80078125,23499.80078125,10026890000
2025-11-06,23461.2890625,23469.55078125,23011.060546875,23053.990234375,23053.990234375,11085130000
2025-11-07,22892.919921875,23009.91015625,22563.419921875,23004.5390625,23004.5390625,10141910000
2025-11-10,23354.849609375,23569.619140625,23290.05078125,23527.169921875,23527.169921875,9297320000
2025-11-11,23407.720703125,23508.439453125,23315.279296875,23468.30078125,23468.30078125,7756810000
2025-11-12,23563.83984375,23564.08984375,23278.30078125,23406.4609375,23406.4609375,8449920000
2025-11-13,23262.640625,23264.26953125,22796.0703125,22870.359375,22870.359375,11351410000
2025-11-14,22544.720703125,23073.1796875,22436.7890625,22900.58984375,22900.58984375,10841540000
2025-11-17,22788.3203125,23044.55078125,22559.509765625,22708.0703125,22708.0703125,9744800000
2025-11-18,22565.900390625,22643.009765625,22231.150390625,22432.849609375,22432.849609375,8606260000
2025-11-19,22459.26953125,22821.240234375,22385.220703125,22564.23046875,22564.23046875,8434200000
2025-11-20,23057.0,23147.330078125,22043.19921875,22078.05078125,22078.05078125,10548620000
2025-11-21,22162.830078125,22531.83984375,21898.2890625,22273.080078125,22273.080078125,9931240000
2025-11-24,22482.16015625,22916.400390625,22478.26953125,22872.009765625,22872.009765625,9232160000
2025-11-25,22802.849609375,23070.08984375,22587.109375,23025.58984375,23025.58984375,8498500000
2025-11-26,23163.189453125,23280.580078125,23074.390625,23214.689453125,23214.689453125,7291400000
2025-11-28,23291.58984375,23365.7890625,23250.509765625,23365.689453125,23365.689453125,4541070000
2025-12-01,23172.33984375,23363.849609375,23110.2109375,23275.919921875,23275.919921875,7859560000
2025-12-02,23379.75,23526.23046875,23286.4609375,23413.669921875,23413.669921875,7588580000
2025-12-03,23315.580078125,23499.9296875,23271.830078125,23454.08984375,23454.08984375,7962730000
2025-12-04,23527.30078125,23528.529296875,23372.330078125,23505.140625,23505.140625,7456860000
2025-12-05,23567.76953125,23680.029296875,23506.0,23578.130859375,23578.130859375,8248280000
2025-12-08,23638.220703125,23698.9296875,23455.05078125,23545.900390625,23545.900390625,8533670000
2025-12-09,23504.609375,23616.4609375,23449.73046875,23576.490234375,23576.490234375,7192600000
2025-12-10,23536.0,23704.080078125,23435.169921875,23654.150390625,23654.150390625,7987900000
2025-12-11,23509.220703125,23606.69921875,23308.94921875,23593.859375,23593.859375,8337770000
2025-12-12,23488.869140625,23554.890625,23094.509765625,23195.169921875,23195.169921875,8724070000
2025-12-15,23330.0390625,23345.560546875,23012.0,23057.41015625,23057.41015625,8649240000
2025-12-16,22981.8203125,23162.599609375,22920.66015625,23111.4609375,23111.4609375,7759960000
2025-12-17,23135.609375,23159.19921875,22692.0,22693.3203125,22693.3203125,8616140000
2025-12-18,23012.060546875,23149.609375,22906.23046875,23006.359375,23006.359375,7977920000
